,city,cloudiness,country,date,humidity,lat,lon,max_temp,wind_speed
280,Kazerun,92,IR,1543195039,100,29.62,51.65,284.307,1.06
281,Tamiahua,0,MX,1543195039,90,21.28,-97.45,298.657,2.71
282,Luba,8,PH,1543195039,84,17.32,120.7,295.507,1.61
283,Namibe,88,AO,1543195039,100,-15.19,12.15,295.107,5.01
284,Oudtshoorn,48,ZA,1543192740,93,-33.59,22.2,290.15,1.5
285,Camacha,75,PT,1543194000,82,33.08,-16.33,291.15,3.1
286,Cockburn Town,0,TC,1543194789,100,21.46,-71.14,299.782,3.06
287,Weligama,0,LK,1543195040,100,5.97,80.42,297.532,3.16
288,Ambovombe,68,MG,1543195040,83,-25.18,46.09,297.432,2.71
289,Poronaysk,8,RU,1543195040,97,49.22,143.1,264.157,1.41
290,Gat,80,SN,1543190400,68,14.69,-16.54,295.15,4.16
291,Norman Wells,75,CA,1543190400,83,65.28,-126.83,250.15,1.31
292,Plettenberg Bay,64,ZA,1543195041,100,-34.05,23.37,290.357,1.16
293,Atar,36,MR,1543195041,49,20.52,-13.05,288.357,3.21
294,Nueva Concepcion,75,GT,1543190400,78,14.2,-91.3,302.15,2.1
295,Casper,1,US,1543193580,70,42.87,-106.31,268.75,6.7
296,Chipinge,8,ZW,1543195041,95,-20.19,32.62,291.157,0.51
297,Mandal,0,MN,1543195042,49,48.82,106.5,256.707,1.96
298,Iwanai,12,JP,1543195042,100,42.97,140.51,279.432,5.46
299,Port Shepstone,8,ZA,1543195042,90,-30.74,30.45,294.507,5.91
300,Novopokrovka,0,RU,1543195042,76,45.85,134.51,266.857,2.66
301,Garowe,0,SO,1543195042,93,8.41,48.48,293.932,2.51
302,Eidsvag,88,NO,1543193400,86,62.78,8.07,276.15,6.7
303,San Patricio,0,PY,1543195043,62,-26.98,-56.83,296.757,2.76
304,Ahipara,68,NZ,1543195043,85,-35.17,173.16,291.707,4.21
305,Cache Creek,90,CA,1543193640,86,50.81,-121.33,279.15,1.0
306,Gilgit,20,PK,1543195043,95,35.92,74.31,265.607,0.21
307,Husavik,56,CA,1543195044,71,50.56,-96.99,261.407,5.11
308,Mandan,90,US,1543192980,81,46.83,-100.89,267.55,3.6
309,Ancud,0,CL,1543195044,66,-41.87,-73.83,286.207,2.66
310,Qujing,20,CN,1543194829,88,25.49,103.8,273.307,1.16
311,Datia,0,IN,1543195044,80,25.66,78.46,284.457,1.21
312,Belmonte,0,PT,1543195044,88,40.36,-7.35,280.182,5.86
313,Mana,0,RS,1543194000,87,43.52,20.24,285.15,6.2
314,Quatre Cocos,75,MU,1543190400,94,-20.21,57.76,298.15,5.7
315,San Miguel,0,AR,1543194000,49,-34.54,-58.72,296.15,2.6
316,Ketchikan,90,US,1543193760,89,55.34,-131.65,282.05,12.9
317,Abu Samrah,20,SY,1543195047,91,35.3,37.18,280.557,2.76
318,Nouadhibou,32,MR,1543190400,72,20.93,-17.03,292.15,7.2
319,Hailar,48,CN,1543195047,73,49.2,119.7,268.432,11.51
320,Maragogi,92,BR,1543195048,83,-9.01,-35.22,298.857,3.06
321,Tomohon,20,ID,1543194000,66,1.33,124.84,304.15,1.0
322,Bryan,1,US,1543192500,49,30.67,-96.37,287.95,8.7
323,Bahia Blanca,8,AR,1543194867,67,-38.72,-62.27,292.507,6.61
324,Campos,75,PT,1543194000,66,41.54,-8.28,286.15,7.7
325,Jardim de Piranhas,36,BR,1543195049,89,-6.38,-37.35,295.632,1.26
326,Chicla,48,PE,1543195049,70,-11.71,-76.27,278.432,0.91
327,Kargasok,44,RU,1543195049,67,59.06,80.87,254.957,2.01
328,Tapes,0,BR,1543195049,81,-30.67,-51.4,289.757,3.61
329,Kuala Terengganu,75,MY,1543190400,88,5.33,103.14,299.15,1.5
330,Benicarlo,80,ES,1543195050,100,40.42,0.43,289.357,3.76
331,Manggar,20,ID,1543195051,100,-2.88,108.27,299.782,1.21
332,Sokoni,92,CD,1543195051,98,-12.89,28.78,290.532,1.26
333,Cabedelo,92,BR,1543195051,94,-6.97,-34.84,299.657,5.21
334,Lompoc,1,US,1543193880,86,34.64,-120.46,289.85,2.6
335,Ambon,90,FR,1543194000,100,47.55,-2.56,279.15,2.6
336,Izhma,76,RU,1543195052,73,65.01,53.91,257.157,2.81
337,Ust-Omchug,44,RU,1543195052,60,61.13,149.63,242.857,1.51
338,Kaeo,80,NZ,1543195052,73,-35.1,173.78,293.182,4.46
339,Broome,92,GB,1543193760,87,52.47,1.45,279.15,2.1
340,Medea,20,DZ,1543192200,67,36.27,2.77,289.15,4.1
341,San Luis,32,AR,1543195053,41,-33.3,-66.34,298.182,6.51
342,Mozhaysk,76,RU,1543195054,94,55.5,36.03,267.707,1.96
343,Gusinoye Ozero,36,RU,1543195054,77,51.11,106.26,255.657,2.41
344,Talakan,92,RU,1543195054,84,50.29,130.28,263.782,4.36
345,Honningsvag,80,NO,1543195055,99,70.98,25.97,274.307,6.56
346,Okha,0,RU,1543195055,100,53.59,142.95,257.657,5.86
347,Sayyan,8,YE,1543195055,80,15.17,44.32,276.407,0.61
348,Papara,20,BR,1543190400,74,-3.98,-38.73,301.15,6.2
349,Mayo,20,CA,1543190400,79,63.59,-135.9,269.15,4.6
350,Lagoa Vermelha,0,BR,1543195056,64,-28.21,-51.53,289.307,4.56
351,Semirom,44,IR,1543195056,89,31.41,51.57,269.432,1.21
352,Moree,0,AU,1543194802,50,-29.46,149.84,297.757,3.76
353,Pisco,75,PE,1543194000,88,-13.71,-76.2,292.15,7.2
354,Matara,88,PE,1543195057,89,-13.74,-72.9,282.182,0.76
355,Cairns,20,AU,1543192200,26,-16.92,145.77,312.15,5.1
356,Severo-Kurilsk,92,RU,1543195057,100,50.68,156.12,274.882,8.91
357,Vostok,0,RU,1543195057,79,46.45,135.83,265.857,1.86
358,Kalmunai,68,LK,1543195057,100,7.42,81.82,295.907,1.86
359,Tiznit,88,MA,1543195057,96,29.7,-9.73,287.757,1.61
360,Narsaq,0,GL,1543193400,28,60.91,-46.05,280.15,12.9
361,Saint-Joseph,0,FR,1543194000,87,43.56,6.97,281.15,1.5
362,Hobyo,92,SO,1543195058,96,5.35,48.53,298.707,2.76
363,Kununurra,40,AU,1543192200,55,-15.77,128.74,306.15,3.1
364,Aku,0,NG,1543195058,59,7.36,7.54,296.282,2.51
365,Shelopugino,88,RU,1543195059,87,51.65,117.56,260.707,3.41
366,Vao,80,EE,1543195059,95,59.1,26.19,272.507,2.86
367,Capreol,90,CA,1543190640,91,46.71,-80.92,274.15,4.1
368,Iqaluit,90,CA,1543190400,92,63.75,-68.52,263.15,1.0
369,Herouville-Saint-Clair,90,FR,1543194000,87,49.21,-0.31,280.15,2.6
370,Borba,0,PT,1543195059,91,38.81,-7.46,282.782,6.46
371,Howard Springs,40,AU,1543192200,88,-12.5,131.05,299.15,2.6
372,Kuusamo,0,FI,1543193400,92,65.96,29.19,262.15,0.5
373,Kieta,48,PG,1543195060,99,-6.22,155.63,301.182,1.16
374,Sur,0,OM,1543195060,100,22.57,59.53,298.107,1.91
375,Sinnamary,92,GF,1543195060,100,5.38,-52.96,299.182,4.86
376,Port Lincoln,24,AU,1543195060,82,-34.72,135.86,291.057,4.31
377,Khatanga,0,RU,1543195060,49,71.98,102.47,238.907,2.41
378,Marsh Harbour,44,BS,1543195061,100,26.54,-77.06,299.157,3.46
379,Byron Bay,0,AU,1543192200,57,-28.65,153.62,300.15,8.2
380,Pontes e Lacerda,88,BR,1543195061,96,-15.23,-59.33,295.932,1.51
381,Quelimane,75,MZ,1543190400,88,-17.88,36.89,299.15,1.5
382,San Cristobal,90,EC,1543194000,93,-0.39,-78.55,287.15,1.5
383,Waingapu,64,ID,1543195062,98,-9.65,120.26,298.682,1.71
384,Lyubar,92,UA,1543195062,99,49.92,27.76,274.057,1.21
385,Mims,100,US,1543193700,54,34.23,-90.13,289.15,8.2
386,Tuatapere,0,NZ,1543195062,76,-46.13,167.69,289.557,7.26
387,Martapura,40,ID,1543192200,88,-3.41,114.85,298.15,3.1
388,San Rafael,75,AR,1543189500,77,-34.61,-68.33,291.15,2.6
389,Cidreira,0,BR,1543195063,89,-30.17,-50.22,288.932,2.36
390,Sterling,75,US,1543193580,79,39.0,-77.4,281.45,2.1
391,Okhotsk,76,RU,1543195064,100,59.36,143.24,266.657,2.31
392,Te Anau,20,NZ,1543195064,63,-45.41,167.72,290.507,1.66
393,Rayachoti,0,IN,1543195064,92,14.06,78.75,288.207,1.21
394,Patria,75,MX,1543192920,31,20.63,-103.38,291.15,2.6
395,Xining,20,CN,1543195064,82,36.62,101.77,260.707,1.86
396,Waddan,48,LY,1543195064,57,29.16,16.14,284.307,1.31
397,Orbetello,75,IT,1543193700,87,42.44,11.21,287.15,2.6
398,San Policarpo,0,PH,1543195065,93,12.18,125.51,300.357,3.81
399,Bagdarin,64,RU,1543195065,66,54.44,113.59,258.057,3.66
400,Yabrud,40,SY,1543190400,87,33.97,36.66,284.15,3.6
401,Xuddur,0,SO,1543195065,93,4.12,43.89,293.632,3.41
402,Muroto,75,JP,1543190400,76,33.37,134.14,285.15,2.6
403,Boa Vista,75,BR,1543190400,78,2.82,-60.67,301.15,1.5
404,Aquiraz,20,BR,1543190400,74,-3.9,-38.39,301.15,6.2
405,Verkhoyansk,64,RU,1543195067,87,67.55,133.39,239.782,1.61
406,Huangmei,0,CN,1543195068,99,30.1,115.95,279.957,1.11
407,Hunterville,44,ZA,1543195069,91,-26.77,27.93,289.132,1.76
408,Teguise,20,ES,1543194000,93,29.06,-13.56,290.15,1.0
409,Dauphin,1,CA,1543190400,91,51.15,-100.04,255.15,1.5
410,Sechura,12,PE,1543195069,74,-5.56,-80.82,296.182,6.61
411,Atambua,64,ID,1543195069,100,-9.11,124.89,300.532,2.16
412,Abadiania,75,BR,1543190400,100,-16.2,-48.71,290.15,0.5
413,Itarema,36,BR,1543195070,81,-2.92,-39.92,299.607,5.86
414,Buala,88,SB,1543195070,83,-8.15,159.59,303.107,1.61
415,Milkovo,88,BG,1543194000,100,41.53,24.68,279.15,1.0
416,Kulhudhuffushi,12,MV,1543195070,100,6.62,73.07,301.807,3.56
417,Igrim,44,RU,1543195070,76,63.19,64.42,251.407,1.21
418,Tautira,40,PF,1543194000,62,-17.73,-149.15,304.15,5.7
419,Clyde River,20,CA,1543190400,74,70.47,-68.59,243.15,1.0
420,Williams Lake,90,CA,1543190400,74,52.13,-122.14,275.15,7.2
421,Mwinilunga,76,ZM,1543195071,96,-11.73,24.43,290.057,1.06
422,Marsabit,8,KE,1543195071,96,2.34,37.99,294.182,2.66
423,Enniscorthy,88,IE,1543195071,90,52.5,-6.56,278.557,3.56
424,Salcininkai,90,LT,1543193400,92,54.3,25.38,272.15,2.6
425,Rio Cuarto,75,AR,1543194000,49,-33.13,-64.35,295.15,6.2
426,Qingdao,0,CN,1543190400,93,36.09,120.35,280.15,1.0
427,Holme,90,GB,1543193400,81,53.7,-2.31,279.15,4.1
428,Sao Joao da Ponte,92,BR,1543195072,97,-15.93,-44.01,290.507,4.36
429,Champasak,75,LA,1543190400,73,14.89,105.88,296.15,2.1
430,Vila Velha,20,BR,1543190400,74,-3.71,-38.6,301.15,6.2
431,Robe,0,ET,1543195073,84,7.12,40.01,278.707,0.76
432,Bourail,0,NC,1543195073,74,-21.57,165.5,300.907,1.86
433,Laguna,20,MX,1543192920,53,27.52,-110.01,295.15,3.1
434,Araouane,44,ML,1543195073,44,18.9,-3.53,294.932,4.51
435,Avera,40,US,1543193700,98,33.19,-82.53,284.85,1.5
436,Sisimiut,36,GL,1543194800,86,66.94,-53.67,264.432,0.76
437,Mahibadhoo,32,MV,1543195074,100,3.78,72.97,300.757,1.86
438,Bristol,75,GB,1543193760,100,51.45,-2.6,278.05,4.6
439,Damaturu,0,NG,1543195074,37,11.75,11.96,291.257,2.91
440,Kilindoni,64,TZ,1543195074,100,-7.91,39.67,300.957,4.71
441,Savinka,36,RU,1543195074,53,50.08,47.1,262.782,1.46
442,Warrnambool,48,AU,1543195047,95,-38.38,142.48,288.107,3.11
443,Saryg-Sep,8,RU,1543195075,75,51.49,95.55,252.207,1.16
444,Imbituba,40,BR,1543194000,68,-28.24,-48.67,294.15,5.7
445,Luderitz,0,NA,1543195075,90,-26.65,15.16,286.957,5.26
446,Rapid Valley,90,US,1543193700,76,44.06,-103.15,273.15,2.1
447,Algete,75,ES,1543194480,100,40.6,-3.5,284.15,5.1
448,Castrillon,92,ES,1543194000,93,43.4,-6.79,280.15,4.1
449,Aswan,0,EG,1543190400,48,24.09,32.9,290.15,2.6
450,Mandurah,0,AU,1543192200,47,-32.55,115.7,288.15,5.7
451,Hay River,75,CA,1543190400,84,60.82,-115.79,259.15,6.2
452,Nabha,0,IN,1543194938,79,30.37,76.15,281.432,1.26
453,Baiyin,76,CN,1543190400,58,36.55,104.13,270.15,1.0
454,Chernyakhovsk,76,RU,1543195077,97,54.64,21.81,271.932,2.96
455,Tirumullaivasal,24,IN,1543195077,90,11.24,79.84,298.282,3.91
456,Homer,90,US,1543193580,85,59.64,-151.54,279.25,6.2
457,Asansol,0,IN,1543195077,85,23.69,86.98,287.007,1.21
458,Mtwango,0,TZ,1543195077,90,-9.02,34.8,288.807,4.06
459,Adrar,0,DZ,1543190400,54,27.87,-0.29,286.15,3.1
460,Nieuw Nickerie,100,SR,1543195078,100,5.94,-56.99,299.707,6.61
461,Batemans Bay,64,AU,1543195078,83,-35.71,150.18,290.557,3.46
462,Nefteyugansk,40,RU,1543192200,82,61.09,72.61,246.15,1.0
463,Ucluelet,90,CA,1543191420,93,48.94,-125.55,280.15,3.6
464,Takhtamygda,76,RU,1543195078,64,54.1,123.57,252.557,2.96
465,Caravelas,92,BR,1543195079,100,-17.73,-39.27,298.132,5.56
466,Gamba,8,CN,1543195079,59,28.28,88.52,249.532,0.86
467,Yuzhou,0,CN,1543190400,93,34.16,113.47,275.15,1.0
468,Natal,40,BR,1543190400,78,-5.81,-35.21,300.15,6.2
469,Piney Green,1,US,1543193100,100,35.09,-78.48,283.75,2.06
470,Faya,0,SA,1543190400,57,18.39,42.45,286.15,1.31
471,General Teran,75,MX,1543192800,30,25.27,-99.68,293.15,6.7
472,Manicore,32,BR,1543194905,94,-5.81,-61.3,299.057,0.86
473,Ulaangom,0,MN,1543195080,64,49.98,92.07,252.907,2.31
474,Sinjar,20,SY,1543195080,91,35.59,37.0,280.557,2.76
475,Ceres,44,AR,1543195081,62,-29.88,-61.95,296.707,5.71
476,Pitimbu,92,BR,1543195081,94,-7.47,-34.81,299.657,5.21
477,Yinchuan,12,CN,1543195081,67,38.48,106.21,263.682,1.16
478,Remontnoye,76,RU,1543192200,92,46.56,43.66,270.15,1.0
479,Orcopampa,88,PE,1543195081,80,-15.27,-72.34,276.682,0.51
480,Boulder City,1,US,1543192500,14,35.98,-114.83,288.25,3.6
481,Katsuura,75,JP,1543190400,81,33.93,134.5,284.15,4.1
482,Baie-Comeau,90,CA,1543190400,80,49.22,-68.15,272.15,3.6
483,Cabra,92,ES,1543194000,82,37.47,-4.43,287.15,4.6
484,Aketi,8,CD,1543195082,47,2.74,23.78,299.882,1.81
485,Lavumisa,0,ZA,1543195082,61,-27.31,31.88,295.957,1.41
486,Santa Maria,0,BR,1543195083,68,-29.69,-53.81,290.307,3.46
487,Mahanoro,36,MG,1543195083,99,-19.9,48.8,294.307,0.36
488,Razgrad,32,BG,1543195084,86,43.53,26.52,271.932,1.31
489,Weilburg,90,DE,1543193760,75,50.48,8.27,280.15,5.7
490,Port Augusta,56,AU,1543194000,52,-32.49,137.76,292.15,3.1
491,College,1,US,1543193880,90,64.86,-147.8,260.95,1.36
492,Valparaiso,90,US,1543193760,78,41.47,-87.06,279.15,6.2
493,Oussouye,0,SN,1543190400,88,12.49,-16.54,297.15,2.1
494,La Palma,68,CO,1543195049,100,5.36,-74.39,294.057,0.26
495,Surt,76,LY,1543195086,100,31.21,16.59,291.607,2.96
496,Ecully,90,FR,1543194000,93,45.78,4.77,278.15,1.0
497,Krasnogorsk,90,RU,1543192200,86,55.82,37.34,270.15,4.0
498,Lahad Datu,0,MY,1543195087,100,5.02,118.33,298.407,1.56
499,Ocala,1,US,1543193700,86,29.19,-82.14,290.95,1.46
500,Russell,75,AR,1543194000,53,-33.01,-68.8,295.15,7.7
501,San Quintin,40,PH,1543190400,65,17.54,120.52,301.15,1.0
502,Beian,75,NO,1543193400,86,63.66,9.57,277.15,4.6
503,Maiduguri,0,NG,1543195088,37,11.84,13.15,292.457,2.91
504,Boralday,0,KZ,1543192200,85,43.36,76.86,261.15,1.0
505,Lata,0,IN,1543195088,100,30.78,78.62,272.032,0.76
506,Lethem,8,GY,1543195088,51,3.38,-59.8,304.632,7.61
507,Limoges,90,FR,1543194000,100,45.84,1.26,277.15,1.0
508,Arman,40,RU,1543192200,85,59.7,150.17,262.15,2.0
509,Calbuco,0,CL,1543194000,71,-41.77,-73.13,284.15,3.6
510,Tayoltita,64,MX,1543195089,42,24.11,-105.93,295.357,0.76
511,Brae,0,GB,1543193400,75,60.4,-1.35,280.15,3.1
512,Leo,8,BF,1543195089,34,11.1,-2.1,294.757,2.16
513,Itapuranga,88,BR,1543195089,91,-15.56,-49.95,295.357,0.81
514,Chalmette,1,US,1543193700,90,29.94,-89.96,295.95,6.2
515,Nizhneudinsk,56,RU,1543195090,49,54.91,99.03,263.132,4.06
516,Pringsewu,36,ID,1543195090,94,-5.36,104.98,296.507,1.11
517,Brewster,90,US,1543194180,96,41.76,-70.08,280.95,1.5
518,Biak,0,ID,1543195091,96,-0.91,122.88,300.657,1.26
519,Hearst,88,CA,1543195091,81,49.69,-83.67,268.607,2.91
520,Komsomolskiy,68,RU,1543195091,77,67.55,63.78,255.007,4.66
521,Cukai,75,MY,1543190400,94,4.25,103.42,297.15,1.31
522,Ochakiv,40,UA,1543193100,100,46.61,31.55,280.15,2.0
523,Chernyshevskiy,0,RU,1543195092,81,63.01,112.47,240.432,2.96
524,Uvira,32,CD,1543195092,100,-3.41,29.14,287.432,1.06
525,Manavalakurichi,20,IN,1543192200,88,8.13,77.3,299.15,1.0
526,Praia da Vitoria,20,PT,1543194000,77,38.73,-27.07,289.15,9.86
527,Oistins,75,BB,1543194000,78,13.07,-59.53,300.15,7.7
528,Viking,44,CA,1543195092,86,53.1,-111.78,265.282,2.76
529,Kupang,40,ID,1543192200,70,-10.16,123.6,303.15,2.6
530,Khandbari,0,NP,1543195093,61,27.38,87.21,271.782,0.76
531,Emerald,0,AU,1543195093,26,-23.53,148.16,305.382,3.46
532,Srednekolymsk,24,RU,1543195093,65,67.46,153.71,243.157,1.16
533,Macieira de Cambra,40,PT,1543194000,62,40.86,-8.34,287.15,7.2
534,Sao Gabriel da Cachoeira,48,BR,1543195094,93,-0.13,-67.09,299.632,0.96
535,Mus,0,FR,1543194000,75,43.74,4.2,281.15,5.1
536,Banyo,20,CM,1543195094,48,6.75,11.81,294.157,3.16
537,Ryotsu,40,JP,1543190400,58,38.08,138.43,286.15,3.1
538,Miranda de Ebro,75,ES,1543194000,93,42.69,-2.95,279.15,5.16
539,Koslan,88,RU,1543195094,87,63.46,48.9,268.607,2.36
540,Nouakchott,88,MR,1543194971,87,18.08,-15.98,295.507,6.66
541,Natchez,1,US,1543190160,70,31.56,-91.4,292.55,3.6
542,Auki,0,NG,1543195095,48,12.18,6.51,289.107,2.21
543,Chapais,90,CA,1543193580,92,49.78,-74.86,272.15,5.1
544,Tahoua,0,NE,1543195095,35,14.89,5.26,292.157,3.21
545,Vallenar,0,CL,1543195096,84,-28.58,-70.76,290.307,0.96
546,Tamisan,0,PH,1543195096,81,12.65,121.02,297.707,1.86
547,Jacareacanga,48,BR,1543195096,90,-6.22,-57.76,298.432,1.21
548,Eureka,1,US,1543193700,92,40.8,-124.16,284.15,1.5
549,Jutai,64,BR,1543195096,87,-1.71,-47.89,299.257,1.51
550,Ahuimanu,1,US,1543193820,67,21.44,-157.84,300.95,2.6
551,Ballina,56,IE,1543195097,100,54.11,-9.15,276.507,3.41
552,Menongue,44,AO,1543195097,97,-14.66,17.68,289.457,1.06
553,George,20,NG,1543190400,94,6.63,3.35,300.15,4.66
554,Hashtrud,80,IR,1543195097,89,37.48,47.05,270.007,1.31
555,Mount Isa,0,AU,1543192200,21,-20.73,139.49,308.15,2.1
556,Lavrentiya,80,RU,1543195098,100,65.58,-170.99,269.057,13.91
557,Santiago del Estero,92,AR,1543195098,54,-27.8,-64.26,300.707,5.51
558,Touros,76,BR,1543194932,83,-5.2,-35.46,299.957,5.96
559,Zhuanghe,0,CN,1543195098,100,39.7,122.97,282.207,6.46
560,Synya,36,RU,1543195098,76,65.37,58.04,251.182,1.51
